hip	simbad_id	ra_deg	dec_deg	v_mag
9480	*  48 Cas	30.489551	70.906967	4.54
9487	* alf Psc	30.511749	2.763761	3.82
9505	* g Per	30.575452	54.487540	5.04
9521	HD  12563	30.617769	-29.665643	6.41
9533	HD  12479	30.646154	13.476721	5.94
9562	HD  12596	30.715565	-23.886629	6.29
9564	*  52 Cas	30.718650	64.901464	5.986
9568	HD  12005	30.737627	77.916262	6.046
9570	* eps Tri	30.741483	33.284134	5.516
9572	HD  12583	30.744040	-15.305930	5.864
9573	*  53 Cas	30.750782	64.390018	5.614
9586	HD  12173	30.793543	73.850570	6.15
9589	*  60 Cet	30.798543	0.128508	5.423
9598	*  50 Cas	30.858785	72.421294	3.938
9621	*  10 Ari	30.913939	25.935476	5.694
9622	HD  12642	30.918704	-4.103515	5.609
9627	HD  12594	30.927544	18.253255	6.214
9631	*  61 Cet	30.950682	-0.340243	5.942
9640	* gam01 And	30.974801	42.329728	2.1
9655	HD  12702	31.051940	-11.859765	6.43
9677	* nu. For	31.122690	-29.296805	4.69
9685	HD  12894	31.146520	-54.881675	6.45
9706	HD  12730	31.212543	7.735661	6.43
9727	*  47 Cas	31.280934	77.281340	5.268
9763	*  49 Cas	31.381459	76.115060	5.22
9809	V* WZ Psc	31.551097	8.248111	6.303
9827	HD  12923	31.622122	0.035344	6.295
9836	* kap Ari	31.641354	22.648319	5.019
9859	*  11 Ari	31.705145	25.704556	6.02
9862	HD  13004	31.716873	-19.138871	6.39
9884	* alf Ari	31.793357	23.462418	2.01
9951	HD  13218	32.023687	-41.880420	6.5
9977	*  58 And	32.121921	37.859085	4.82
9983	HD  13013	32.139832	44.459430	6.38
9990	HD  12953	32.169080	58.423603	5.68
9999	HD  13215	32.190253	-17.779157	6.056
10035	HD  13336	32.288718	-43.516595	5.83
10053	*  14 Ari	32.355521	25.939838	4.977
10054	HD  12467	32.355456	81.295944	6.06
10064	* bet Tri	32.385946	34.987297	3.0
10069	HD  13305	32.395006	-24.345786	6.47
10096	HD  13387	32.451956	-40.866498	6.49
10111	HD  13423	32.520046	-43.815575	6.322
10115	HD  13137	32.532294	53.843092	6.303
10138	HD  13445	32.607992	-50.823740	6.117
10155	*  15 Ari	32.656654	19.500337	5.688
10176	*  59 And A	32.720102	39.039543	6.07
10180	*  59 And B	32.723569	39.043310	6.1
10203	*  16 Ari	32.800229	25.936942	5.999
10212	*  64 Cet	32.837828	8.569807	5.623
10215	HD  13456	32.842609	-10.052161	5.999
10220	*   5 Tri	32.854262	31.526395	6.23
10227	*   5 Per	32.871639	57.645546	6.35
10233	HD  13511	32.889596	-17.742991	6.49
10234	*  63 Cet	32.899312	-1.825427	5.933
10273	HD  13546	33.065702	2.745553	6.49
10280	* iot Tri	33.092833	30.303068	4.952
10296	HD  13522	33.156416	24.167781	5.95
10305	*  66 Cet	33.198089	-2.393630	5.66
10309	HD  12927	33.207951	79.691538	6.445
10320	* mu. For	33.226958	-30.723826	5.26
10324	* ksi01 Cet	33.250001	8.846702	4.35
10326	HD  13692	33.254115	-21.000135	5.867
10328	*  19 Ari	33.263767	15.279863	5.7
10340	* b And	33.305509	44.231647	4.826
10350	HD  13222	33.338109	74.027721	6.261
10361	HD  13519	33.389629	53.058589	6.46
10379	HD  13476	33.423377	58.560585	6.43
10396	HD  13763	33.473144	-9.064632	6.42
10418	* pi.01 Hyi	33.560587	-67.841440	5.559
10438	*  55 Cas	33.621202	66.524440	6.07
10440	HD  13940	33.633104	-41.166763	5.907
10513	* pi.02 Hyi	33.869274	-67.746363	5.658
10535	*  21 Ari	33.928236	25.043045	5.58
10559	*   7 Tri	33.984532	33.358898	5.249
10562	HD  13818	33.990554	47.811940	6.36
10602	* phi Eri	34.127442	-51.512165	3.57
10623	HD  12918	34.189909	83.561411	6.45
10633	HD  13854	34.215484	57.055245	6.48
10642	*  67 Cet	34.246014	-6.422117	5.499
10670	* gam Tri	34.328614	33.847197	4.0
10718	*   8 Per	34.499530	57.899821	5.748
10723	HD  14214	34.506014	1.757812	5.59
10729	* chi Per	34.519102	57.516322	6.023
10732	* tet Ari	34.531378	19.901158	5.572
10793	*  10 Tri	34.737473	28.642676	5.291
10795	HD  14262	34.741405	23.167800	6.441
10798	HD  14412	34.743770	-25.945687	6.34
10814	HD  14213	34.795102	46.472261	6.22
10819	* c And	34.819987	47.379976	5.31
10826	* omi Cet	34.836634	-2.977638	6.53
10830	HD  14221	34.844491	48.955461	6.41
10832	HD  14509	34.853196	-41.848368	6.37
10854	HD  14417	34.919904	-4.345571	6.491
10871	HD  14641	34.976131	-55.944797	5.794
10884	HD  14373	35.018580	30.188088	6.49
10924	HD  14372	35.172983	47.310801	6.154
10944	*  63 And	35.242506	50.151496	5.59
11001	* del Hyi	35.437260	-68.659419	4.09
11020	HD  14433	35.480981	57.242917	6.48
11021	*  69 Cet	35.485948	0.395672	5.287
11029	HD  14691	35.506382	-10.777535	5.421
11033	HD  14728	35.520761	-17.662171	5.868
11043	HD  14832	35.548953	-43.199809	6.298
11046	*  70 Cet	35.551648	-0.884854	5.421
11060	* i Per	35.589310	55.845653	5.17
11072	* kap For	35.635794	-23.816800	5.198
11090	HD  14622	35.709598	41.396294	5.795
11095	* kap Hyi	35.717955	-73.645792	5.987
11102	HD  14943	35.727813	-51.092128	5.898
11108	HD  14830	35.740116	-18.354983	6.228
11121	HD  14890	35.777490	-37.576142	6.496
11174	V* V440 Per	35.965602	55.364862	6.291
11212	HD  14988	36.083818	-25.847462	6.429
11220	*  64 And	36.103817	50.006543	5.19
11231	HD  15064	36.141179	-40.840458	6.18
11249	* ksi Ari	36.204407	10.610559	5.478
11258	* lam Hor	36.224625	-60.311948	5.355
11261	*  71 Cet	36.243287	-2.780028	6.335
11279	*  10 Per	36.316785	56.609821	6.26
11293	V* TZ Hor	36.360225	-66.494026	6.44
11313	*  65 And	36.405929	50.278629	4.71
11345	* rho Cet	36.487524	-12.290474	4.866
11348	HD  15144	36.501450	-15.341249	5.83
11381	HD  15220	36.646739	-20.042617	5.881
11407	* kap Eri	36.746342	-47.703841	4.25
11415	HD  15152	36.780158	27.012394	6.108
11432	*  11 Tri	36.865713	31.801279	5.552
11465	*  66 And	36.965742	50.569974	6.156
11477	* phi For	37.007097	-33.811040	5.123
11479	HD  15646	37.018273	-64.299768	6.349
11484	* ksi02 Cet	37.039821	8.460060	4.3
11486	*  12 Tri	37.041583	29.669329	5.29
11524	HD  15471	37.147638	-31.102448	6.105
11548	*  13 Tri	37.202060	29.931758	5.901
11578	HD  15385	37.307009	23.469025	6.19
11603	HD  15453	37.397326	9.565628	6.111
11651	HD  15464	37.569195	33.833722	6.252
11670	HD  15524	37.634806	25.235029	5.879
11671	HD  15652	37.636640	-22.545318	6.148
11678	*  26 Ari	37.660071	19.855303	6.13
11687	HD  15633	37.688347	0.255752	5.99
11698	*  27 Ari	37.726658	17.703859	6.225
11738	HD  15694	37.875398	2.267183	5.269
11757	* mu. Hyi	37.918846	-79.109416	5.275
11767	* alf UMi	37.954561	89.264109	2.02
11783	* sig Cet	38.021616	-15.244904	4.75
11784	*  14 Tri	38.025707	36.147273	5.144
11791	*  75 Cet	38.039260	-1.034893	5.358
11802	HD  15889	38.061496	-36.427287	6.276
11840	HD  15755	38.219249	34.542384	5.826
11843	*  29 Ari	38.225591	15.034536	5.988
11867	* lam01 For	38.279275	-34.649967	5.889
11907	HD  15996	38.417598	-20.001921	6.189
11918	* ome For	38.461256	-28.232338	4.96
11925	HD  16170	38.477517	-51.093549	6.242
12002	*  77 Cet	38.677599	-7.859445	5.731
12022	HD  16060	38.767224	7.470990	6.163
12057	HD  16004	38.866255	39.664380	6.345
12072	HD  16028	38.911421	37.312259	5.71
12086	*  15 Tri	38.945089	34.687550	5.374
12093	* nu. Cet	38.968642	5.593240	4.871
12107	*  80 Cet	39.000199	-7.831596	5.535
12122	* iot01 For	39.038603	-30.044978	5.729
12148	HD  16247	39.146125	7.730028	5.811
12153	*  31 Ari	39.157996	12.447632	5.64
12160	HD  16187	39.179300	31.607667	6.075
12186	* lam02 For	39.244199	-34.577975	5.79
12189	*  30 Ari A	39.252181	24.647220	6.48
12200	HD  16220	39.277372	32.891090	6.226
12225	* eta Hor	39.351453	-52.543109	5.293
12239	HD  16024	39.400288	65.745336	5.781
12247	*  81 Cet	39.424175	-3.396174	5.647
12272	HD  16399	39.503128	7.695278	6.39
12273	HD  15920	39.508472	72.818253	5.166
12287	HD  16327	39.574295	37.726713	6.191
12288	* iot02 For	39.577756	-30.194064	5.829
12300	HD  16589	39.603480	-37.990545	6.483
12305	HD  16350	39.616482	38.089142	6.287
12318	HD  16467	39.653345	3.443202	6.237
12332	* nu. Ari	39.704135	21.961402	5.451
12387	* del Cet	39.870654	0.328509	4.07
12390	* eps Cet	39.890823	-11.872098	4.87
12394	* eps Hyi	39.897340	-68.266947	4.096
12413	* s Eri	39.949897	-42.891811	4.75
12444	HD  16673	40.051754	-9.452871	5.79
12447	HD  16647	40.065382	6.111950	6.26
12484	* zet Hor	40.165056	-54.549912	5.21
12486	* iot Eri	40.166812	-39.855377	4.116
12489	*  33 Ari	40.171150	27.060944	5.296
12530	*  84 Cet	40.308322	-0.695662	5.71
12562	HD  16825	40.392144	-14.549307	5.974
12584	HD  16824	40.451363	-3.213803	6.049
12608	HD  16975	40.527530	-38.383687	5.988
12611	HD  17006	40.535182	-46.524441	6.094
12623	*  12 Per	40.562144	40.193950	4.92
12640	* mu. Ari	40.591399	20.011465	5.74
12647	*  85 Cet	40.620571	10.741729	6.31
12653	* iot Hor	40.639444	-50.800293	5.4
12686	HD  16735	40.748013	53.526107	5.835
12690	HD  16780	40.757737	48.265244	6.28
12692	*  11 Per	40.761825	55.106018	5.753
12706	* gam Cet	40.825163	3.235816	3.47
12708	HD  17098	40.834312	-40.527909	6.36
12719	*  35 Ari	40.862976	27.707149	4.67
12720	HD  17001	40.870487	-2.531425	6.48
12744	HD  16955	40.963515	25.638347	6.39
12768	*  14 Per	41.021500	44.297039	5.435
12770	* pi. Cet	41.030616	-13.858689	4.236
12775	HD  17254	41.044050	-52.570597	6.151
12777	* tet Per	41.049944	49.228449	4.11
12784	*  36 Ari	41.079637	17.763927	6.398
12786	HD  17168	41.085572	-32.524716	6.204
12803	* omi Ari	41.137383	15.311860	5.777
12821	HD  16769	41.207071	67.824631	5.945
12828	* mu. Cet	41.235572	10.114145	4.26
12832	*  38 Ari	41.239923	12.445756	5.17
12843	* tau01 Eri	41.275828	-18.572623	4.46
12862	HD  17163	41.337111	4.711632	6.031
12871	* gam Hor	41.364490	-63.704553	5.743
12876	* zet Hyi	41.385977	-67.616617	4.82
12964	HD  17390	41.687934	-21.639522	6.469
12982	HD  17228	41.743010	35.983521	6.25
12990	HD  17240	41.764896	35.554675	6.25
13008	HD  17438	41.796280	-22.485763	6.461
13036	HD  17246	41.879811	44.272199	6.47
13055	HD  16458	41.948857	81.448474	5.781
13061	*  39 Ari	41.977259	29.247118	4.51
13108	*  40 Ari	42.133702	18.283791	5.83
13121	V* VZ Ari	42.191264	25.188052	5.89
13133	V* RZ Cas	42.231293	69.634289	6.26
13141	* nu. Hor	42.256197	-62.806522	5.253
13147	* bet For	42.272579	-32.405898	4.46
13176	HD  17484	42.362131	37.326411	6.448
13178	HD  17378	42.378071	57.084319	6.26
13197	* gam01 For	42.462341	-24.560312	6.146
13202	* gam02 For	42.475761	-27.941983	5.377
13209	*  41 Ari	42.495972	27.260507	3.594
13225	* eta02 For	42.561599	-35.843618	5.92
13244	* nu. Hyi	42.618582	-75.066948	4.742
13254	*  16 Per	42.646082	38.318643	4.22
13257	HD  17605	42.647047	36.948327	6.44
13265	* eta03 For	42.668362	-35.675850	5.472
13268	* eta Per	42.674208	55.895494	3.79
13271	HD  17864	42.699194	-39.932224	6.362
13275	HD  17624	42.720115	35.393901	6.49
13288	* tau02 Eri	42.759696	-21.004012	4.77
13327	* sig Ari	42.873277	15.082068	5.516
13328	*  17 Per	42.878489	35.059740	4.53
13339	HD  17656	42.923875	46.841942	5.859
13347	HD  17581	42.941167	58.314294	6.443
13363	HD  17926	42.984359	-30.814517	6.382
13367	V* SU Cas	42.994797	68.888502	5.8
13387	HD  18185	43.079268	-62.909591	6.019
13402	HD  17925	43.133867	-12.769713	6.05
13421	HD  17943	43.211412	-9.441234	6.325
13429	HD  18292	43.227663	-65.455290	6.46
13448	HD  17918	43.298729	16.483460	6.3
13462	HD  17818	43.337794	48.569958	6.21
13473	* psi For	43.393320	-38.437001	5.926
13479	HD  18071	43.397176	-22.376312	5.931
13487	HD  17706	43.418711	64.451984	6.408
13490	*  20 Per	43.427571	38.337459	5.343
13518	HD  18265	43.526958	-50.871402	6.198
13531	* tau Per	43.564491	52.762467	3.96
13654	* rho02 Ari	43.952075	18.331640	5.93
13665	HD  17948	43.987170	61.521137	5.584
13679	HD  18262	44.057364	8.381562	5.963
13700	HD  17958	44.102710	64.332443	6.167
13701	* eta Eri	44.106872	-8.898143	3.87
13702	* rho Ari	44.109049	18.023240	5.58
13713	HD  18155	44.138756	47.164005	6.03
13717	HD  18331	44.155934	-3.712322	5.16
13732	HD  18153	44.211078	51.261285	6.21
13756	V* EH Cet	44.269056	4.501025	6.21
13768	HD  18466	44.303757	-29.855276	6.281
13775	*  21 Per	44.322007	31.934220	5.093
13782	*   4 Eri	44.349027	-23.862166	5.45
13789	HD  18546	44.385946	-38.190923	6.411
13832	HD  18339	44.509698	38.614926	6.028
13834	*  47 Ari	44.521755	20.668734	5.79
13835	*   6 Eri	44.523887	-23.606010	5.809
13843	HD  18511	44.552287	-12.005823	6.5
13847	* tet Eri	44.565314	-40.304681	2.88
13874	HD  18543	44.675315	-2.782897	5.23
13879	* pi. Per	44.690292	39.662727	4.7
13883	HD  18557	44.697090	-9.776500	6.15
13884	* bet Hor	44.699152	-64.071287	4.969
13905	*  24 Per	44.765320	35.183131	4.93
13907	HD  18650	44.777060	-28.907210	6.131
13914	* eps Ari	44.803022	21.340433	4.63
13942	* zet For	44.900761	-25.274133	5.686
13947	HD  18735	44.909604	-32.507199	6.302
13949	HD  18482	44.916161	41.032940	5.877
13951	*   5 Eri	44.921501	-2.464956	5.55
13954	* lam Cet	44.928719	8.907386	4.7
13965	HD  18474	44.957457	47.220713	5.485
13997	HD  18552	45.049525	38.131722	6.11
14036	HD  18700	45.183921	10.870392	5.931
14040	*   7 Eri	45.212001	-2.878622	6.13
14043	HD  18537	45.217546	52.351736	5.219
14060	* rho01 Eri	45.291775	-7.663009	5.75
14086	* eps For	45.406787	-28.091493	5.85
14104	HD  18832	45.467899	5.336149	6.243
14109	*  49 Ari	45.475589	26.462354	5.909
14110	HD  18885	45.483830	-9.961404	5.837
14124	HD  18894	45.538640	-6.494533	6.194
14131	* tet Hyi	45.564370	-71.902455	5.499
14135	* alf Cet	45.569888	4.089739	2.53
14143	*  93 Cet	45.593825	4.352886	5.607
14146	* tau03 Eri	45.597914	-23.624472	4.09
14168	* rho02 Eri	45.676200	-7.685477	5.336
14187	HD  19141	45.732763	-46.975027	5.799
14232	HD  18928	45.875721	28.269916	6.36
14240	* mu. Hor	45.903412	-59.737775	5.122
14264	V* V509 Per	45.986429	47.848477	6.467
14293	* rho03 Eri	46.068820	-7.600855	5.3
14315	HD  19121	46.158610	1.863604	6.035
14318	HD  19080	46.169347	15.856023	6.37
14328	* gam Per	46.199250	53.506462	2.93
14354	* rho Per	46.294141	38.840276	3.39
14355	HD  19210	46.297076	-8.274246	6.31
14365	HD  19066	46.337543	40.582180	6.05
14376	*  52 Ari	46.361201	25.255174	5.47
14382	* k Per	46.385048	56.705719	4.766
14392	HD  18991	46.417363	56.068968	6.105
14417	HD  18438	46.532669	79.418535	5.52
14439	HD  19270	46.598695	13.187251	5.635
14456	HD  19349	46.639560	-6.088550	5.256
14502	HD  19065	46.829077	64.057633	5.877
14514	*  53 Ari	46.856971	17.879992	6.117
14521	HD  20313	46.884010	-78.989233	5.667
14544	V* V521 Per	46.947263	47.308706	6.375
14547	HD  19940	46.953935	-69.264938	6.122
14551	HD  19545	46.961875	-27.831151	6.17
14566	HD  19268	47.016052	52.213509	6.3
14576	* bet Per	47.042219	40.955647	2.12
14586	*  54 Ari	47.087955	18.795052	6.25
14607	HD  19525	47.161632	8.471072	6.273
14626	HD  19243	47.225734	62.384597	6.498
14649	HD  19549	47.333887	20.761120	6.4
14668	* kap Per	47.374182	44.857458	3.81
14677	*  55 Ari	47.403087	29.077082	5.74
14719	HD  19600	47.536832	27.819766	6.412
14748	HD  19637	47.612696	26.896236	6.022
14749	HD  19948	47.613543	-48.734157	6.11
14757	HD  19826	47.647424	-23.738513	6.377
14764	HD  19698	47.661638	11.872618	5.97
14791	HD  19439	47.753070	64.896264	6.5
14797	HD  19850	47.772015	-13.264283	6.36
14814	HD  19887	47.819705	-16.024964	6.243
14817	* ome Per	47.822425	39.611581	4.607
14819	HD  19836	47.828226	-3.811596	6.068
14821	HD  19789	47.841329	13.047843	6.09
14838	* del Ari	47.907361	19.726673	4.37
14844	HD  18778	47.927809	81.470711	5.907
14862	HD  19275	47.984455	74.393658	4.834
14879	* alf For	48.018874	-28.987622	3.98
14887	HD  19736	48.039832	42.375910	6.139
14893	*  56 Ari	48.059359	27.256968	5.76
14914	HD  19735	48.110086	47.725874	6.327
14915	V* EL Cet	48.109849	6.660886	5.568
14930	V* TW Hor	48.138166	-57.321549	5.71
14954	*  94 Cet	48.193486	-1.196099	5.07
14972	HD  20144	48.256206	-35.943690	6.283
15004	HD  19845	48.349468	48.176956	5.913
15024	HD  20176	48.408106	-29.804130	6.162
15048	HD  20043	48.478687	18.973333	6.5
15110	* zet Ari	48.725410	21.044447	4.869
15118	HD  20063	48.735822	42.503634	6.06
15125	HD  20293	48.751132	-26.100459	6.24
15154	HD  20149	48.835166	30.556689	5.61
15191	HD  20193	48.946424	32.856714	6.304
15192	HD  20041	48.949877	57.140623	5.79
15197	* zet Eri	48.958440	-8.819732	4.8
15201	* iot Hyi	48.990274	-77.388454	5.506
15203	HD  20319	49.003560	-5.918703	6.17
15204	HD  20210	49.007751	34.688509	6.229
15209	HD  20162	49.018570	45.346135	6.15
15219	HD  20123	49.050845	50.937668	5.03
15230	HD  20356	49.090514	-5.730465	6.31
15241	V* V573 Per	49.146619	32.184030	5.994
15244	*  14 Eri	49.148940	-9.154603	6.143
15282	HD  20283	49.297748	40.482970	6.46
15305	HD  20640	49.360798	-47.751692	5.833
15323	HD  20367	49.416862	31.127045	6.399
15330	* zet01 Ret	49.442348	-62.575320	5.54
15334	HD  20346	49.440644	39.283373	5.967
15338	*  30 Per	49.447304	44.025023	5.476
15353	HD  20888	49.496145	-66.926852	6.022
15357	HD  20606	49.510794	-28.797064	5.93
15371	* zet02 Ret	49.553412	-62.506362	5.228
15382	*  15 Eri	49.592126	-22.511104	4.875
15404	*  29 Per	49.657257	50.222176	5.157
15416	HD  20468	49.682611	34.222654	4.82
15444	*  31 Per	49.781830	50.094969	5.032
15457	* kap01 Cet	49.840402	3.370199	4.85
15474	* tau04 Eri	49.879169	-21.757865	3.7
15479	V* AI For	49.895445	-24.122902	5.622
15510	* e Eri	49.981879	-43.069782	4.27
15514	*  59 Ari	49.982483	27.071130	5.918
15520	HD  20336	49.996956	65.652302	4.85
15547	HD  19978	50.082227	77.734763	5.444
15549	HD  20644	50.084842	29.048458	4.47
15557	*  60 Ari	50.106533	25.662757	6.127
15585	HD  20853	50.188348	-26.606508	6.404
15619	* kap02 Cet	50.278347	3.675623	5.69
15627	* tau01 Ari	50.306769	21.147066	5.355
15643	HD  20894	50.350020	-23.635157	5.496
15648	* l Per	50.360662	43.329651	4.946
15655	HD  21011	50.389307	-47.776661	6.396
15696	*  62 Ari	50.549556	27.607554	5.52
15700	HD  20980	50.567859	-25.587805	6.353
15737	*  63 Ari	50.688506	20.742067	5.13
15770	HD  20809	50.804988	49.213271	5.3
15776	HD  21019	50.823755	-7.794099	6.23
15800	HD  21032	50.901272	0.910084	6.472
15807	HD  21018	50.912457	4.882103	6.5
15816	HD  21149	50.935920	-32.707087	6.499
15840	HD  21563	51.009637	-69.624604	6.131
15850	HD  21051	51.042203	12.629592	6.046
15861	*  64 Ari	51.076991	24.724096	5.503
15863	* alf Per	51.080709	49.861179	1.79
15870	*  65 Ari	51.108815	20.803490	6.061
15876	HD  20995	51.123762	33.535930	5.8
15890	V* CQ Cam	51.168986	64.585994	5.19
15900	* omi Tau	51.203326	9.028870	3.6
15968	HD  21722	51.401053	-69.336434	5.946
15987	* chi01 For	51.482675	-35.920885	6.385
15988	HD  21071	51.489092	49.120758	6.09
16015	HD  21473	51.549100	-41.636939	6.326
16029	HD  21430	51.593854	-27.317480	5.933
16042	V* UX Ari	51.647399	28.715063	6.37
16083	* ksi Tau	51.792252	9.732742	3.75
16095	HD  21379	51.827816	12.735283	6.291
16112	* chi02 For	51.889255	-35.681326	5.702
16142	HD  21530	52.003945	-11.286597	5.73
16147	HD  21278	52.012795	49.062868	4.97
16168	HD  21402	52.086252	33.807558	5.73
16177	HD  21203	52.098295	60.255675	6.49
16181	*  66 Ari	52.110698	22.804009	6.03
16210	HD  21362	52.218033	49.848386	5.572
16226	HD  21585	52.265848	3.248705	6.42
16228	HD  21291	52.267220	59.940334	4.22
16244	*  34 Per	52.341873	49.508953	4.735
16245	* kap Ret	52.344489	-62.937529	4.7
16252	HD  21455	52.359527	46.937866	6.217
16263	HD  21688	52.400117	-12.674736	5.576
16266	HD  21665	52.413072	-6.804455	5.988
16281	HD  21389	52.478098	58.878749	4.54
16285	HD  21882	52.479780	-42.634255	5.753
16290	HD  22676	52.495388	-78.351851	5.668
16292	HD  21447	52.500762	55.451807	5.09
16310	HD  21899	52.556582	-41.369937	6.112
16319	V* V805 Cas	52.580825	71.863897	6.41
16322	* s Tau	52.601953	11.336439	5.124
16335	* sig Per	52.643689	47.995216	4.36
16339	V* TU Hor	52.653975	-47.375125	5.968
16340	HD  21551	52.653967	48.103604	5.82
16341	* v Eri	52.654410	-5.075148	4.725
16358	HD  21755	52.689251	6.188705	5.927
16368	HD  22252	52.715450	-66.489712	5.8
16369	* f Tau	52.718240	12.936670	4.1
16424	HD  21620	52.872251	49.209773	6.28
16425	HD  21684	52.876250	40.759949	6.49
16447	HD  21661	52.954329	49.401094	6.411
16449	HD  21997	52.973529	-25.614150	6.372
16470	HD  21699	53.035868	48.023480	5.461
16489	HD  20084	53.083895	84.911046	5.609
16499	*  36 Per	53.109414	46.056862	5.32
16509	HD  22231	53.145010	-50.378645	5.658
16511	* t Tau	53.149764	9.373450	5.757
16516	V* KP Per	53.162407	44.855760	6.41
16518	HD  21856	53.166729	35.461724	5.9
16531	HD  22382	53.214820	-61.016873	6.421
16537	* eps Eri	53.232685	-9.458261	3.73
16587	HD  21769	53.384196	58.765243	6.409
16591	V* IW Per	53.395975	39.899477	5.776
16599	HD  21819	53.412750	54.974860	5.969
16602	HD  21794	53.421837	57.868730	6.38
16611	* tau05 Eri	53.446983	-21.632884	4.25
16628	HD  22262	53.486632	-31.080127	6.2
16641	HD  22072	53.534909	17.832828	6.16
16672	HD  22322	53.639956	-31.874802	6.43
16677	HD  22243	53.656131	-9.868259	6.239
16695	HD  22211	53.704509	6.417695	6.482
16697	HD  22333	53.718358	-25.582827	6.48
16779	HD  22379	53.988528	-5.124952	6.5
16780	HD  22409	53.990278	-11.193785	5.58
16803	*  20 Eri	54.072517	-17.467076	5.23
16826	* psi Per	54.122416	48.192635	4.23
16827	HD  23474	54.125598	-78.323073	6.298
16846	HD  22468	54.197043	0.587762	5.9
16852	*  10 Tau	54.218265	0.401664	4.3
16870	* y Eri	54.273658	-40.274660	4.58
16924	HD  22522	54.449294	15.430554	6.42
16938	HD  22402	54.500760	42.582843	6.402
16974	V* KZ Cam	54.582223	56.932715	6.282
16989	HD  22675	54.621887	-7.391861	5.849
17007	* tau For	54.698631	-27.943053	6.01
17026	HD  22615	54.750244	20.915773	6.493
17027	*  21 Eri	54.754652	-5.626213	5.96
17056	HD  21970	54.854515	75.739622	6.247
17057	HD  22799	54.855867	-10.437274	6.182
17058	HD  22695	54.857306	16.536689	6.168
17086	HD  22798	54.909779	-3.393006	6.219
17103	*  12 Tau	54.963008	3.056866	5.555
17120	HD  22819	54.998205	-1.121224	6.123
17136	HD  22905	55.047652	-15.226534	6.343
17167	*  22 Eri	55.159721	-5.210710	5.53
17181	*  11 Tau	55.192957	25.329488	6.102
17203	HD  22780	55.282738	37.580197	5.57
17214	HD  23010	55.307487	-11.802390	6.485
17296	V* BD Cam	55.538856	63.216797	5.11
17304	* del For	55.562094	-31.938362	4.973
